Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
26,No,Travel_Rarely,1107,Research & Development,15,1,Human Resources,1,781,2,Male,38,1,3,Healthcare Representative,2,Single,15889,17402,1,Y,No,13,4,1,80,2,17,6,4,4,11,9,2
43,No,Travel_Rarely,976,Sales,16,5,Other,1,782,4,Male,59,2,4,Research Director,4,Divorced,3024,10986,5,Y,No,22,3,1,80,0,6,0,4,19,13,11,3
39,No,Travel_Rarely,209,Research & Development,16,5,Marketing,1,783,4,Male,47,3,1,Manager,3,Married,6839,2728,5,Y,No,23,3,3,80,1,16,6,4,15,6,2,9
47,No,Non-Travel,1175,Sales,2,2,Life Sciences,1,784,2,Female,85,4,4,Human Resources,3,Married,14503,16173,4,Y,No,16,3,2,80,0,2,2,2,18,3,10,6
34,No,Travel_Rarely,712,Sales,17,4,Marketing,1,785,2,Female,60,3,1,Manufacturing Director,2,Married,11303,16841,6,Y,Yes,14,4,2,80,1,21,3,3,8,11,7,11
43,No,Travel_Frequently,812,Human Resources,11,4,Medical,1,786,4,Male,92,2,3,Human Resources,4,Married,18138,23118,2,Y,No,14,3,1,80,0,14,5,3,4,7,6,6
53,No,Travel_Rarely,1442,Research & Development,8,1,Medical,1,787,2,Male,79,1,2,Research Director,3,Single,18622,2190,3,Y,Yes,11,3,3,80,3,30,4,4,7,0,11,12
18,No,Travel_Rarely,1322,Research & Development,20,2,Technical Degree,1,788,4,Male,30,4,3,Laboratory Technician,3,Married,2906,16089,8,Y,No,16,3,2,80,2,35,6,1,8,4,0,7
25,No,Travel_Rarely,895,Research & Development,3,2,Technical Degree,1,789,3,Female,48,2,2,Manager,3,Married,8399,23378,3,Y,No,18,4,4,80,0,25,2,3,4,0,3,12
52,No,Non-Travel,828,Research & Development,29,5,Technical Degree,1,790,3,Female,93,1,5,Manufacturing Director,2,Married,8961,12188,2,Y,No,18,3,1,80,3,13,3,2,9,14,4,0
32,No,Travel_Frequently,1169,Human Resources,12,1,Marketing,1,791,2,Female,82,3,1,Sales Executive,4,Divorced,13031,12299,1,Y,No,18,4,1,80,0,16,2,3,1,12,13,15
39,No,Travel_Frequently,604,Research & Development,20,3,Technical Degree,1,792,2,Male,35,4,5,Human Resources,4,Divorced,16128,22250,4,Y,No,15,4,4,80,3,8,5,4,8,12,2,12
31,No,Travel_Rarely,1140,Research & Development,16,4,Other,1,793,2,Male,46,1,2,Manufacturing Director,4,Single,16663,15690,3,Y,No,20,3,4,80,1,6,3,1,10,3,14,6
43,No,Travel_Rarely,414,Research & Development,14,4,Human Resources,1,794,4,Male,75,1,1,Healthcare Representative,4,Single,2460,15740,7,Y,No,16,3,1,80,3,26,4,3,3,14,3,14
45,No,Travel_Rarely,176,Research & Development,16,2,Human Resources,1,795,3,Male,84,1,1,Laboratory Technician,1,Single,16682,12301,6,Y,No,15,3,4,80,0,27,2,3,1,11,9,5
40,No,Non-Travel,1077,Sales,27,1,Marketing,1,796,3,Male,35,1,5,Manufacturing Director,1,Married,16193,8039,5,Y,No,14,3,2,80,2,11,6,4,5,7,9,3
31,No,Travel_Rarely,998,Research & Development,21,3,Marketing,1,797,1,Male,99,1,1,Human Resources,4,Single,18800,8445,1,Y,No,22,3,1,80,1,16,3,1,13,15,13,10
41,No,Travel_Rarely,1494,Research & Development,17,4,Technical Degree,1,798,1,Male,97,3,2,Sales Representative,2,Divorced,12045,10829,2,Y,No,14,3,2,80,1,8,6,1,0,11,9,1
19,No,Travel_Rarely,1288,Sales,11,1,Human Resources,1,799,2,Male,69,2,2,Research Director,1,Divorced,8766,6045,8,Y,No,14,3,1,80,3,7,0,4,17,5,6,16
43,No,Travel_Rarely,1147,Sales,17,3,Human Resources,1,800,4,Male,95,4,5,Laboratory Technician,3,Divorced,18812,24699,8,Y,Yes,14,4,2,80,0,26,1,2,6,14,7,14
31,No,Travel_Rarely,811,Research & Development,19,2,Technical Degree,1,801,2,Male,38,3,3,Laboratory Technician,1,Married,5378,7624,4,Y,Yes,24,3,3,80,3,11,5,3,0,6,11,11
24,No,Travel_Frequently,1158,Research & Development,22,5,Marketing,1,802,3,Male,40,4,2,Sales Representative,3,Married,8529,22542,2,Y,No,16,3,2,80,1,36,3,2,0,4,8,2
20,No,Travel_Rarely,953,Research & Development,1,4,Medical,1,803,2,Female,49,1,2,Research Director,4,Single,4071,13011,1,Y,Yes,16,3,4,80,2,19,6,3,0,14,14,16
40,No,Travel_Frequently,1261,Research & Development,27,4,Medical,1,804,2,Male,72,2,1,Healthcare Representative,1,Single,17939,22495,7,Y,No,15,3,3,80,3,0,3,3,3,11,12,13
35,No,Travel_Frequently,808,Research & Development,12,3,Technical Degree,1,805,3,Male,87,1,1,Sales Executive,2,Single,18947,8834,5,Y,No,22,3,1,80,0,8,3,2,3,10,1,5
55,No,Travel_Rarely,364,Research & Development,15,5,Medical,1,806,3,Female,55,3,2,Laboratory Technician,1,Single,12692,11033,6,Y,No,21,3,2,80,3,23,2,4,17,3,3,3
52,No,Travel_Rarely,432,Research & Development,18,1,Other,1,807,3,Male,67,3,5,Healthcare Representative,1,Married,2040,22335,0,Y,Yes,24,3,1,80,3,33,5,4,10,12,0,7
32,No,Travel_Rarely,287,Research & Development,28,2,Other,1,808,3,Female,65,4,3,Laboratory Technician,1,Divorced,3686,23604,0,Y,No,21,3,3,80,3,35,1,3,0,17,2,2
42,No,Non-Travel,1186,Sales,23,1,Other,1,809,1,Female,84,1,1,Sales Executive,4,Married,13666,22442,1,Y,No,19,3,4,80,2,3,5,4,9,7,7,7
54,No,Travel_Rarely,919,Sales,14,3,Marketing,1,810,4,Male,35,1,1,Sales Representative,2,Single,3553,5247,2,Y,No,18,3,4,80,0,28,2,3,8,6,6,12
45,No,Travel_Rarely,1402,Research & Development,1,4,Marketing,1,811,4,Male,32,2,3,Sales Executive,1,Married,2779,19600,0,Y,Yes,20,3,4,80,0,22,6,4,3,15,14,14
27,No,Travel_Rarely,1294,Human Resources,13,4,Marketing,1,812,3,Female,94,2,1,Manager,2,Divorced,14186,24476,4,Y,Yes,16,4,1,80,1,34,3,3,5,2,14,6
56,No,Travel_Rarely,398,Sales,15,1,Marketing,1,813,4,Male,93,1,5,Manager,4,Married,17459,9980,2,Y,Yes,21,3,4,80,1,15,5,4,15,15,7,2
34,No,Travel_Rarely,300,Sales,7,2,Marketing,1,814,4,Male,87,4,1,Sales Representative,3,Divorced,6057,7586,0,Y,No,19,3,4,80,3,7,3,1,1,15,14,9
56,No,Travel_Rarely,1258,Research & Development,15,3,Technical Degree,1,815,4,Male,87,2,1,Sales Executive,1,Single,19733,25460,7,Y,No,15,3,1,80,1,26,1,2,17,6,10,15
39,No,Travel_Frequently,371,Research & Development,20,2,Medical,1,816,4,Female,47,1,2,Laboratory Technician,2,Married,3262,9940,5,Y,No,20,3,1,80,0,38,0,1,9,12,5,13
43,No,Travel_Frequently,634,Research & Development,10,3,Technical Degree,1,817,3,Female,52,1,5,Human Resources,2,Single,11308,20606,8,Y,No,14,3,3,80,3,11,2,2,16,12,4,7
42,No,Travel_Rarely,1210,Human Resources,14,2,Medical,1,818,2,Male,58,1,5,Research Scientist,4,Single,17776,11449,2,Y,No,24,3,4,80,1,3,0,2,12,17,11,10
34,No,Travel_Rarely,130,Research & Development,6,1,Technical Degree,1,819,2,Male,52,3,2,Healthcare Representative,1,Divorced,18492,9979,8,Y,No,16,4,3,80,2,24,5,3,17,6,11,1
30,No,Travel_Frequently,1244,Research & Development,14,5,Other,1,820,2,Female,65,4,4,Laboratory Technician,3,Divorced,6188,3514,8,Y,Yes,14,3,2,80,1,5,3,2,12,17,9,4
37,Yes,Travel_Rarely,168,Research & Development,24,3,Life Sciences,1,821,1,Female,99,1,3,Healthcare Representative,2,Single,9802,26992,0,Y,Yes,18,3,2,80,2,2,6,1,16,17,8,10
42,No,Travel_Frequently,982,Research & Development,25,1,Marketing,1,822,4,Male,35,1,5,Sales Representative,1,Divorced,6057,14738,2,Y,Yes,17,3,2,80,1,38,6,1,4,3,4,6
21,No,Travel_Rarely,1060,Research & Development,22,4,Life Sciences,1,823,3,Male,63,1,4,Sales Executive,3,Divorced,4998,4883,5,Y,Yes,15,3,2,80,0,23,3,4,10,8,8,7
27,No,Travel_Rarely,926,Research & Development,12,4,Life Sciences,1,824,3,Male,73,2,3,Laboratory Technician,2,Single,9864,5826,7,Y,No,20,3,1,80,1,20,4,1,6,15,14,16
20,No,Travel_Rarely,1023,Sales,11,2,Other,1,825,1,Female,73,1,5,Manager,2,Single,4677,14567,3,Y,No,16,3,3,80,2,5,4,4,9,3,14,11
58,No,Travel_Rarely,1269,Sales,29,4,Life Sciences,1,826,3,Female,56,3,1,Sales Representative,3,Divorced,6796,6339,4,Y,Yes,21,4,3,80,2,32,0,2,16,7,14,6
35,Yes,Travel_Frequently,1083,Research & Development,25,5,Life Sciences,1,827,2,Male,81,3,5,Laboratory Technician,3,Single,15450,2674,8,Y,No,17,3,1,80,1,7,4,1,14,2,12,8
53,No,Travel_Rarely,1456,Research & Development,20,3,Other,1,828,1,Female,71,4,3,Manufacturing Director,4,Single,7363,24673,5,Y,No,12,4,2,80,3,32,6,2,17,8,3,13
39,No,Travel_Rarely,580,Research & Development,22,2,Medical,1,829,3,Male,54,1,4,Manager,1,Divorced,9123,17426,6,Y,No,19,3,3,80,2,2,5,1,18,7,11,14
51,No,Travel_Rarely,1386,Sales,24,3,Technical Degree,1,830,1,Male,68,1,1,Healthcare Representative,1,Married,9222,18486,6,Y,No,17,3,4,80,0,1,1,1,1,11,4,3
25,No,Travel_Frequently,392,Research & Development,25,3,Human Resources,1,831,1,Male,68,1,3,Human Resources,4,Married,14654,12549,3,Y,No,18,4,1,80,1,37,5,4,3,13,0,12
57,No,Travel_Rarely,185,Sales,19,1,Life Sciences,1,832,3,Male,41,3,3,Sales Executive,2,Single,18784,5993,3,Y,Yes,24,3,1,80,2,39,0,2,2,9,5,4
36,Yes,Travel_Frequently,1139,Research & Development,2,4,Marketing,1,833,2,Male,40,2,5,Healthcare Representative,3,Divorced,5071,14219,3,Y,Yes,15,3,4,80,1,38,5,1,6,16,2,11
59,No,Travel_Rarely,827,Research & Development,22,3,Other,1,834,3,Female,32,2,2,Sales Executive,3,Single,9808,5708,4,Y,No,13,3,2,80,1,38,4,3,17,10,10,16
58,No,Travel_Rarely,727,Research & Development,20,5,Life Sciences,1,835,4,Female,51,1,2,Research Director,3,Divorced,3786,3495,4,Y,Yes,12,3,2,80,3,23,4,2,9,9,14,9
54,No,Travel_Frequently,217,Research & Development,1,5,Human Resources,1,836,4,Male,33,2,1,Sales Representative,2,Single,1870,5392,7,Y,No,12,3,3,80,1,20,1,2,6,12,9,11
23,No,Travel_Rarely,369,Research & Development,8,4,Medical,1,837,3,Female,37,4,3,Healthcare Representative,3,Single,5196,13698,8,Y,No,13,4,4,80,1,17,5,2,7,1,1,5
43,No,Travel_Rarely,1078,Research & Development,25,4,Medical,1,838,2,Male,43,3,4,Manager,3,Divorced,12796,9537,1,Y,No,11,3,3,80,1,34,1,4,5,0,5,11
51,No,Travel_Rarely,954,Research & Development,14,2,Human Resources,1,839,4,Female,43,1,1,Manufacturing Director,4,Single,3739,4785,6,Y,No,11,4,2,80,0,10,6,3,0,0,0,12
23,No,Travel_Rarely,261,Sales,9,2,Marketing,1,840,4,Female,45,2,1,Human Resources,2,Married,1940,24203,0,Y,No,17,4,3,80,1,10,0,2,3,15,13,16
54,Yes,Travel_Rarely,799,Research & Development,2,2,Life Sciences,1,841,3,Female,61,1,5,Laboratory Technician,1,Married,1340,22043,0,Y,Yes,20,3,4,80,0,2,2,1,13,9,11,9
50,No,Travel_Rarely,1227,Research & Development,25,4,Marketing,1,842,3,Female,93,1,4,Research Scientist,4,Divorced,5133,23264,3,Y,No,22,4,4,80,1,22,5,1,16,9,8,4
39,No,Travel_Rarely,266,Research & Development,23,3,Medical,1,843,3,Male,45,3,3,Sales Representative,4,Single,18043,7588,6,Y,No,21,3,4,80,3,0,6,4,19,6,4,4
38,No,Travel_Rarely,399,Research & Development,5,1,Medical,1,844,1,Female,81,3,3,Research Scientist,1,Married,11225,6802,1,Y,No,18,3,2,80,3,22,6,1,17,6,6,7
23,No,Travel_Rarely,127,Research & Development,23,2,Technical Degree,1,845,1,Female,48,2,3,Manager,4,Divorced,10752,17211,1,Y,Yes,16,3,1,80,2,21,5,2,10,0,10,16
23,No,Travel_Rarely,661,Sales,29,1,Medical,1,846,1,Female,98,3,1,Research Director,2,Divorced,4457,6891,0,Y,Yes,17,3,1,80,1,29,1,1,13,12,9,2
21,No,Non-Travel,982,Research & Development,25,5,Other,1,847,3,Female,41,4,5,Laboratory Technician,3,Divorced,10848,14760,1,Y,Yes,11,3,1,80,3,1,4,2,8,4,8,15
47,No,Travel_Frequently,255,Human Resources,8,4,Technical Degree,1,848,2,Female,34,1,1,Laboratory Technician,2,Married,10241,5525,6,Y,No,24,3,3,80,3,16,0,1,14,2,8,5
28,No,Travel_Rarely,1447,Research & Development,16,5,Marketing,1,849,4,Female,71,3,2,Laboratory Technician,1,Married,1453,21901,8,Y,No,11,3,4,80,1,19,2,3,11,12,12,9
47,No,Travel_Rarely,1471,Sales,22,2,Medical,1,850,1,Female,46,2,2,Sales Executive,1,Married,10896,6777,5,Y,No,19,3,2,80,2,8,5,4,9,11,6,15
48,No,Non-Travel,1244,Research & Development,16,3,Human Resources,1,851,2,Female,39,2,3,Human Resources,4,Married,11976,6189,1,Y,No,15,4,1,80,0,10,0,4,18,17,14,12
41,No,Travel_Rarely,751,Sales,13,2,Other,1,852,3,Male,45,2,5,Healthcare Representative,2,Single,16872,15023,8,Y,No,17,3,1,80,3,16,4,3,18,4,3,2
26,No,Travel_Rarely,920,Research & Development,20,1,Technical Degree,1,853,1,Male,45,4,3,Human Resources,2,Married,1818,25317,6,Y,Yes,16,3,3,80,3,13,2,3,5,4,14,7
20,No,Travel_Frequently,660,Research & Development,29,2,Other,1,854,3,Male,71,3,3,Healthcare Representative,1,Divorced,5868,24521,0,Y,No,14,3,3,80,0,17,2,4,19,1,3,7
48,No,Travel_Rarely,1287,Research & Development,15,3,Technical Degree,1,855,2,Female,32,3,1,Sales Representative,2,Single,17396,24638,8,Y,No,11,3,1,80,3,17,6,3,5,5,6,6
57,No,Travel_Rarely,1185,Research & Development,1,3,Technical Degree,1,856,1,Male,52,4,3,Sales Executive,1,Married,13171,20297,1,Y,No,14,3,4,80,0,7,1,2,7,6,7,10
54,No,Non-Travel,1463,Sales,22,4,Technical Degree,1,857,1,Male,57,3,3,Human Resources,2,Single,1920,12649,3,Y,No,20,3,4,80,0,28,3,1,0,0,6,2
53,No,Travel_Rarely,411,Sales,3,4,Human Resources,1,858,1,Male,74,3,5,Sales Executive,2,Divorced,19802,25719,8,Y,No,20,4,3,80,2,7,4,4,16,2,10,6
41,No,Travel_Rarely,475,Research & Development,6,3,Marketing,1,859,1,Female,97,3,5,Manufacturing Director,2,Married,10506,15877,3,Y,No,18,3,3,80,0,25,3,3,16,1,13,10
48,No,Travel_Rarely,1469,Sales,22,3,Technical Degree,1,860,2,Male,53,4,5,Sales Representative,1,Single,7475,3150,2,Y,No,23,3,4,80,0,27,4,2,14,9,13,16
23,No,Travel_Rarely,249,Human Resources,14,1,Technical Degree,1,861,1,Male,48,4,3,Human Resources,4,Married,3017,16301,0,Y,Yes,22,3,3,80,0,7,0,4,6,10,9,8
19,No,Travel_Frequently,684,Research & Development,4,2,Other,1,862,4,Male,69,2,5,Sales Executive,2,Single,8957,6137,6,Y,Yes,21,4,3,80,0,19,3,3,18,12,3,12
37,No,Travel_Rarely,680,Sales,18,4,Technical Degree,1,863,4,Male,75,4,5,Manager,1,Single,17230,22520,5,Y,No,23,3,4,80,3,7,6,4,2,15,3,14
45,No,Travel_Rarely,1076,Research & Development,15,1,Marketing,1,864,3,Male,69,4,4,Healthcare Representative,1,Divorced,10420,26113,3,Y,No,11,3,4,80,0,13,5,3,10,10,7,14
28,No,Non-Travel,276,Research & Development,9,2,Human Resources,1,865,1,Male,91,2,4,Laboratory Technician,2,Divorced,5792,3510,5,Y,Yes,12,3,2,80,3,12,6,4,19,17,11,6
21,No,Travel_Rarely,453,Sales,18,4,Human Resources,1,866,4,Male,47,4,2,Research Scientist,2,Married,14237,15982,5,Y,No,18,3,3,80,1,39,6,2,18,10,13,2
32,No,Travel_Rarely,613,Research & Development,3,1,Other,1,867,4,Female,41,3,1,Sales Executive,4,Married,19818,5915,3,Y,No,12,3,3,80,1,16,5,2,8,0,8,7
23,No,Travel_Rarely,408,Human Resources,10,5,Technical Degree,1,868,4,Male,43,1,1,Research Scientist,1,Single,17251,16734,5,Y,Yes,21,3,2,80,0,25,5,1,9,17,6,12
47,No,Travel_Rarely,218,Research & Development,17,5,Other,1,869,2,Male,90,2,5,Manufacturing Director,1,Divorced,11707,24709,7,Y,No,23,3,3,80,2,5,2,4,1,4,14,15
55,No,Travel_Rarely,866,Research & Development,7,4,Human Resources,1,870,1,Female,41,1,2,Manager,3,Divorced,2438,21636,2,Y,No,22,3,3,80,2,16,1,1,0,1,11,2
19,No,Non-Travel,1095,Research & Development,15,1,Marketing,1,871,2,Female,56,1,2,Healthcare Representative,1,Single,4543,12957,3,Y,No,20,3,1,80,3,3,6,4,15,17,13,0
32,No,Travel_Frequently,1072,Sales,1,2,Other,1,872,2,Female,35,2,4,Manufacturing Director,4,Divorced,12367,5938,0,Y,No,19,3,1,80,3,24,4,3,17,6,12,2
28,No,Travel_Rarely,1015,Sales,27,2,Marketing,1,873,4,Female,62,1,2,Research Director,3,Divorced,19165,20895,3,Y,No,13,3,1,80,1,6,1,3,16,10,13,15
25,No,Travel_Rarely,577,Research & Development,25,1,Medical,1,874,4,Female,79,1,3,Sales Representative,3,Single,16520,3073,8,Y,Yes,13,3,2,80,3,16,4,1,5,10,2,0
43,No,Travel_Rarely,686,Human Resources,27,5,Technical Degree,1,875,3,Male,41,2,5,Manufacturing Director,3,Married,7343,4192,7,Y,No,16,4,3,80,2,21,5,4,13,12,11,13
22,No,Travel_Rarely,450,Sales,11,1,Marketing,1,876,1,Male,86,2,3,Healthcare Representative,2,Married,3263,10207,3,Y,No,13,4,2,80,1,27,2,1,14,3,9,6
23,No,Travel_Rarely,294,Research & Development,17,5,Technical Degree,1,877,1,Male,82,3,1,Healthcare Representative,2,Married,11161,9383,6,Y,Yes,19,4,2,80,0,5,2,2,13,0,0,2
43,No,Non-Travel,1310,Human Resources,5,5,Marketing,1,878,4,Female,42,2,4,Laboratory Technician,1,Single,1211,7171,2,Y,No,21,3,3,80,3,29,2,1,2,17,14,15
21,No,Travel_Rarely,595,Sales,7,2,Life Sciences,1,879,4,Male,32,4,3,Human Resources,3,Married,14809,10298,8,Y,No,18,3,4,80,0,9,2,1,18,11,4,5
36,No,Travel_Rarely,614,Sales,19,4,Life Sciences,1,880,1,Male,93,1,5,Healthcare Representative,4,Single,8027,22698,3,Y,Yes,14,4,4,80,3,38,6,3,11,9,5,12
37,No,Travel_Rarely,795,Research & Development,25,3,Life Sciences,1,881,3,Female,87,2,3,Research Scientist,2,Single,1331,8480,1,Y,No,16,3,3,80,2,13,2,1,1,7,10,1
50,No,Travel_Rarely,372,Research & Development,24,1,Marketing,1,882,4,Female,33,3,3,Manufacturing Director,4,Divorced,9169,14658,4,Y,Yes,18,3,4,80,3,21,5,4,2,2,8,11
37,No,Travel_Rarely,979,Sales,29,5,Human Resources,1,883,3,Male,74,2,2,Manufacturing Director,4,Divorced,10133,4857,1,Y,Yes,14,3,1,80,2,25,1,3,17,6,4,3
29,No,Travel_Rarely,151,Research & Development,15,1,Human Resources,1,884,2,Female,95,1,4,Healthcare Representative,2,Married,15591,6349,5,Y,No,23,3,3,80,2,9,0,1,0,10,0,8
18,No,Travel_Rarely,362,Sales,3,4,Technical Degree,1,885,4,Male,65,2,1,Research Director,2,Single,17125,3428,0,Y,No,15,3,2,80,0,1,3,2,19,6,10,4
43,No,Travel_Rarely,1491,Research & Development,15,4,Life Sciences,1,886,2,Female,52,1,5,Healthcare Representative,2,Married,1727,8723,5,Y,Yes,17,3,1,80,3,2,1,1,5,6,10,9
31,No,Travel_Rarely,232,Research & Development,5,3,Technical Degree,1,887,4,Male,48,2,5,Sales Executive,2,Married,12054,16010,3,Y,No,18,3,2,80,0,10,5,1,4,8,3,5
55,No,Travel_Rarely,1093,Research & Development,23,3,Marketing,1,888,2,Male,69,3,1,Research Scientist,3,Divorced,4243,25163,2,Y,Yes,17,3,4,80,2,9,3,1,0,2,1,0
54,No,Travel_Rarely,1348,Research & Development,12,5,Technical Degree,1,889,4,Male,45,4,5,Laboratory Technician,3,Married,18032,17718,1,Y,No,18,3,3,80,2,11,0,3,18,10,3,4
28,No,Travel_Frequently,409,Research & Development,20,3,Technical Degree,1,890,3,Female,87,3,2,Laboratory Technician,3,Married,6095,16809,6,Y,No,14,3,1,80,2,13,4,4,0,16,13,5
53,No,Travel_Rarely,115,Sales,5,5,Life Sciences,1,891,3,Female,47,2,3,Manager,3,Divorced,14809,15272,8,Y,No,11,4,3,80,2,29,6,2,15,7,6,10
30,Yes,Travel_Rarely,294,Sales,3,2,Human Resources,1,892,3,Female,65,1,2,Human Resources,1,Married,11929,13828,2,Y,Yes,16,4,1,80,1,12,0,1,11,1,8,14
20,No,Travel_Rarely,402,Research & Development,9,5,Other,1,893,2,Female,53,3,2,Sales Executive,3,Married,15842,13663,5,Y,Yes,15,3,1,80,2,29,0,4,7,0,11,1
50,No,Travel_Frequently,1171,Research & Development,26,3,Medical,1,894,3,Male,30,4,2,Manager,2,Single,18393,9856,8,Y,No,21,4,1,80,3,37,5,4,15,15,2,14
23,No,Travel_Rarely,1244,Sales,9,1,Marketing,1,895,2,Male,30,4,1,Human Resources,4,Married,2550,13223,1,Y,No,14,3,3,80,2,10,6,3,0,3,2,6
27,Yes,Travel_Rarely,931,Research & Development,7,3,Marketing,1,896,4,Male,93,1,4,Manufacturing Director,3,Divorced,9995,25684,6,Y,Yes,12,3,1,80,1,0,4,2,3,8,10,16
22,No,Travel_Rarely,661,Research & Development,26,4,Marketing,1,897,2,Male,91,2,1,Laboratory Technician,1,Divorced,16166,8645,4,Y,No,11,3,1,80,3,26,3,3,9,7,3,11
40,No,Travel_Rarely,140,Research & Development,2,3,Medical,1,898,4,Female,65,3,1,Manager,2,Single,8492,26054,4,Y,No,19,4,3,80,1,38,6,4,10,0,6,11
27,No,Travel_Rarely,633,Research & Development,23,2,Other,1,899,1,Female,47,3,2,Manager,4,Divorced,13501,4921,6,Y,No,22,3,2,80,1,36,2,4,16,7,5,4
19,No,Travel_Rarely,470,Sales,23,5,Human Resources,1,900,1,Female,45,1,4,Research Scientist,4,Divorced,16567,10166,8,Y,No,12,3,4,80,3,8,4,4,6,4,13,6
30,No,Travel_Frequently,1305,Sales,27,4,Technical Degree,1,901,1,Female,46,3,1,Healthcare Representative,3,Divorced,14265,25628,3,Y,Yes,19,3,3,80,1,25,4,3,11,0,4,1
57,No,Travel_Rarely,616,Research & Development,21,5,Human Resources,1,902,2,Male,53,1,4,Sales Executive,4,Married,6424,14637,8,Y,No,16,3,3,80,2,24,0,2,6,6,3,12
19,No,Travel_Rarely,756,Research & Development,16,5,Marketing,1,903,1,Female,97,1,2,Human Resources,3,Single,15086,15766,8,Y,No,23,3,1,80,0,16,4,1,11,14,11,8
37,No,Travel_Rarely,689,Research & Development,9,3,Technical Degree,1,904,1,Female,31,2,1,Human Resources,3,Single,4161,2878,3,Y,No,16,3,3,80,0,5,6,3,14,6,7,14
18,Yes,Travel_Rarely,330,Research & Development,13,1,Life Sciences,1,905,1,Female,39,1,4,Laboratory Technician,2,Single,10215,12704,2,Y,Yes,12,3,3,80,0,14,1,4,1,0,11,14
54,No,Travel_Rarely,908,Human Resources,28,4,Human Resources,1,906,4,Male,82,3,5,Healthcare Representative,2,Single,7617,10502,1,Y,No,16,3,4,80,3,2,6,3,13,8,3,0
26,No,Travel_Frequently,1471,Sales,27,2,Life Sciences,1,907,3,Male,80,1,1,Laboratory Technician,1,Divorced,12926,17266,8,Y,No,13,3,3,80,3,30,2,4,12,0,2,2
34,No,Non-Travel,578,Sales,19,2,Life Sciences,1,908,2,Male,98,3,1,Sales Representative,2,Married,16092,17300,1,Y,No,17,3,1,80,3,27,6,1,3,11,6,0
26,No,Travel_Rarely,1332,Research & Development,20,1,Human Resources,1,909,1,Female,43,1,1,Sales Executive,2,Divorced,17160,3321,5,Y,Yes,23,3,4,80,0,8,0,1,13,6,1,12
28,No,Travel_Rarely,774,Sales,17,1,Marketing,1,910,4,Male,95,2,4,Healthcare Representative,3,Divorced,18560,13588,4,Y,No,20,3,3,80,0,17,3,2,13,8,3,14
32,No,Travel_Rarely,377,Research & Development,6,3,Medical,1,911,3,Male,82,2,3,Manager,2,Divorced,16638,22759,4,Y,No,14,4,1,80,3,39,3,4,15,4,7,12
41,No,Travel_Rarely,152,Research & Development,4,2,Marketing,1,912,3,Male,93,1,1,Sales Representative,3,Divorced,3233,17046,3,Y,No,19,4,4,80,0,31,3,2,6,11,3,16
55,No,Travel_Rarely,1133,Research & Development,1,4,Life Sciences,1,913,3,Male,78,1,5,Laboratory Technician,3,Single,5700,23389,5,Y,No,15,3,3,80,1,18,3,2,18,1,9,0
52,No,Travel_Frequently,847,Sales,18,1,Life Sciences,1,914,4,Male,91,1,5,Sales Representative,2,Single,12027,12806,4,Y,No,22,3,1,80,1,4,3,1,1,17,11,14
47,No,Travel_Frequently,563,Sales,19,1,Marketing,1,915,1,Male,66,2,2,Manufacturing Director,1,Married,8860,10462,3,Y,Yes,20,3,4,80,0,5,0,3,9,8,6,3
48,No,Travel_Rarely,853,Research & Development,9,1,Medical,1,916,3,Female,78,4,3,Manager,1,Divorced,8526,24020,8,Y,No,13,3,1,80,3,11,1,3,17,0,1,1
22,No,Travel_Rarely,682,Research & Development,13,4,Medical,1,917,4,Female,97,1,3,Healthcare Representative,4,Single,6559,7220,5,Y,Yes,11,4,4,80,2,16,1,2,16,9,10,7
31,No,Travel_Rarely,257,Research & Development,8,2,Technical Degree,1,918,4,Male,62,4,4,Manufacturing Director,4,Married,7732,21411,2,Y,No,11,3,3,80,2,38,3,1,4,13,4,15
28,No,Travel_Rarely,118,Sales,23,4,Other,1,919,2,Female,51,1,2,Manager,2,Divorced,3513,5124,5,Y,Yes,23,3,2,80,0,6,1,4,11,13,11,7
26,No,Travel_Rarely,154,Sales,13,4,Life Sciences,1,920,4,Male,99,3,4,Laboratory Technician,1,Divorced,8830,20137,0,Y,No,14,3,4,80,2,10,2,3,5,6,12,9
51,No,Travel_Rarely,820,Human Resources,15,3,Medical,1,921,3,Female,62,2,2,Laboratory Technician,3,Single,15781,10186,4,Y,No,20,3,3,80,3,33,1,2,8,11,3,15
29,No,Travel_Rarely,1144,Research & Development,11,1,Human Resources,1,922,3,Male,57,4,3,Healthcare Representative,4,Divorced,8910,7099,5,Y,Yes,20,3,4,80,1,1,6,3,19,5,8,4
52,No,Travel_Rarely,1405,Research & Development,12,2,Life Sciences,1,923,4,Female,33,4,4,Healthcare Representative,3,Divorced,16847,22719,7,Y,Yes,14,4,2,80,1,13,4,3,0,12,6,5
